"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
25321,"UT78","heliport","Timpanogos Regional Hospital Heliport",40.312933,-111.714455,4735,"NA","US","US-UT","Orem","no","UT78",,"UT78",,,
25322,"UT79","small_airport","3-I Rocker Ranch Airport",40.41559982299805,-109.34400177001953,4865,"NA","US","US-UT","Jensen","no","UT79",,"UT79",,,
25323,"UT80","small_airport","Hamilton Fort Ranch Airport",37.634700775146484,-113.15899658203125,5460,"NA","US","US-UT","Cedar City","no","UT80",,"UT80",,,
25324,"UT81","heliport","Blanding Ambulance Heliport",37.63560104370117,-109.48400115966797,5900,"NA","US","US-UT","Blanding","no","UT81",,"UT81",,,
25325,"UT82","small_airport","Beryl Junction Airport",37.709999084472656,-113.64600372314453,5181,"NA","US","US-UT","Beryl","no","UT82",,"UT82",,,
25326,"UT83","small_airport","Thunder Ridge Airpark",40.263806,-110.865183,7050,"NA","US","US-UT","Fruitland","no","UT83",,"UT83",,,
25327,"UT84","heliport","Skaggs Heliport",40.68830108642578,-111.89199829101562,4289,"NA","US","US-UT","South Salt Lake City","no","UT84",,"UT84",,,
45862,"UT85","heliport","Cirque Lodge Studio Heliport",40.311547,-111.66568,4860,"NA","US","US-UT","Orem","no","UT85",,"UT85",,,
45865,"UT86","heliport","Miller Motorsports Park Heliport",40.583624,-112.383013,4403,"NA","US","US-UT","Tooele","no","UT86",,"UT86",,,
45864,"UT87","heliport","Jordan Valley Hospital Heliport",40.591144,-111.976341,4590,"NA","US","US-UT","West Jordan","no","UT87",,"UT87",,,
351328,"UT89","small_airport","Cold Water Airport",41.681612,-111.98181,4926,"NA","US","US-UT","Mendon","no","UT89",,"UT89",,,
324447,"UT90","small_airport","CAVOK Ranch Airport",41.585369,-111.9037,5155,"NA","US","US-UT","Wellsville","no","UT90",,"UT90",,,
355690,"UT92","heliport","UBMC Vernal Helipad 1",40.462114,-109.540625,5371,"NA","US","US-UT","Vernal","no","UT92",,"UT92",,,
524208,"UT95","heliport","St. Mark's Hospital Helipad",40.68644,-111.856627,4498,"NA","US","US-UT","Millcreek","no","UT95",,"UT95",,,
25328,"UT97","small_airport","Happy Canyon Airport",38.15719985961914,-110.29199981689453,4934,"NA","US","US-UT","Happy Canyon","no","UT97",,"UT97",,,
25329,"UT98","heliport","Redwood Health Center Heliport",40.72560119628906,-111.93399810791016,4258,"NA","US","US-UT","Salt Lake City","no","UT98",,"UT98",,,
25330,"UT99","small_airport","West Desert Airpark",40.243268,-112.092018,4890,"NA","US","US-UT","Fairfield","no","KUT9",,"UT9",,,"UT99, Cedar Valley"
26380,"UTAA","large_airport","Ashgabat International Airport",37.986801,58.361,692,"AS","TM","TM-S","Ashgabat","yes","UTAA","ASB",,,"https://en.wikipedia.org/wiki/Ashgabat_International_Airport","Saparmurat Turkmenbashy International Airport"
26381,"UTAK","medium_airport","Turkmenbashi International Airport",40.063301,53.007198,279,"AS","TM","TM-B","Turkmenbashi","yes","UTAK","KRW",,,"https://en.wikipedia.org/wiki/Turkmenbashi_International_Airport",
26382,"UTAM","medium_airport","Mary International Airport",37.62353,61.895668,728,"AS","TM","TM-M","Mary","yes","UTAM","MYP",,,"https://en.wikipedia.org/wiki/Mary_International_Airport",
26383,"UTAT","medium_airport","Daşoguz Airport",41.759853,59.836149,272,"AS","TM","TM-D","Daşoguz","yes","UTAT","TAZ",,,"https://en.wikipedia.org/wiki/Da%C5%9Foguz_Airport","Tashauz Airport, Dashkhovuz, Dashhowuz, Dashoguz, Dasoguz, Дашогуз"
26384,"UTAV","medium_airport","Türkmenabat International Airport",38.930662,63.563982,649,"AS","TM","TM-L","Türkmenabat","yes","UTAV","CRZ",,,"https://en.wikipedia.org/wiki/Turkmenabat_International_Airport","Turkmenabad Airport, Chardzhou Airport, Аэропорт Туркменабат, Аэропорт Туркменабад , Аэропорт Чарджоу, چهارجوی"
26385,"UTDD","medium_airport","Dushanbe Airport",38.543301,68.824997,2575,"AS","TJ","TJ-DU","Dushanbe","yes","UTDD","DYU",,,"https://en.wikipedia.org/wiki/Dushanbe_Airport",
6377,"UTDK","medium_airport","Kulob Airport",37.98809814453125,69.80500030517578,2293,"AS","TJ","TJ-KT","Kulyab","yes","UTDK","TJU",,,"https://en.wikipedia.org/wiki/Kulob_Airport",
26386,"UTDL","medium_airport","Khujand Airport",40.215401,69.694702,1450,"AS","TJ","TJ-SU","Khujand","yes","UTDL","LBD",,,"https://en.wikipedia.org/wiki/Khudzhand_Airport","Khodjend, Khodzhent, Leninabad, Khudzhand"
32556,"UTDT","medium_airport","Qurghonteppa International Airport",37.86640167236328,68.86470031738281,1473,"AS","TJ","TJ-KT","Kurgan-Tyube","yes","UTDT","KQT",,,"https://en.wikipedia.org/wiki/Qurghonteppa_International_Airport","Kurgan-Tube"
30672,"UTKA","medium_airport","Andizhan Airport",40.727699,72.293999,1515,"AS","UZ","UZ-AN","Andizhan","yes","UTFA","AZN",,,"https://en.wikipedia.org/wiki/Andizhan_Airport","UTKA, Andijan Airport"
31118,"UTKF","medium_airport","Fergana International Airport",40.358799,71.745003,1980,"AS","UZ","UZ-FA","Fergana","yes","UTFF","FEG",,,"https://en.wikipedia.org/wiki/Fergana_International_Airport","UTKF"
41794,"UTKK","small_airport","Kokand Airport",40.447183,70.989144,1357,"AS","UZ","UZ-FA","Kokand","no","UTKK","OQN",,,,"Kokand South"
32038,"UTKN","small_airport","Namangan Airport",40.9846,71.556702,1555,"AS","UZ","UZ-NG","Namangan","yes","UTFN","NMA",,,"https://en.wikipedia.org/wiki/Namangan_Airport",
32558,"UTNM","small_airport","Muynak Airport",43.753636,59.029884,177,"AS","UZ","UZ-QR","Muynak","no","UTNM","MOK",,,"https://en.wikipedia.org/wiki/Muynak_Airport",
32013,"UTNN","medium_airport","Nukus Airport",42.4884,59.623299,246,"AS","UZ","UZ-QR","Nukus","yes","UTNN","NCU",,,"https://en.m.wikipedia.org/wiki/Nukus_Airport",
32559,"UTNT","small_airport","Turtkul Airport",41.57500076293945,60.96659851074219,305,"AS","UZ","UZ-QR","Turtkul","no","UTNT",,,,,
26387,"UTNU","medium_airport","Urgench Airport",41.58430099487305,60.641700744628906,320,"AS","UZ","UZ-XO","Urgench","yes","UTNU","UGC",,,"https://en.wikipedia.org/wiki/Urgench_Airport",
32561,"UTSA","medium_airport","Navoi Airport",40.117199,65.170799,1140,"AS","UZ","UZ-NW","Navoi","yes","UTSA","NVI",,,"https://en.wikipedia.org/wiki/Navoi_International_Airport",
26388,"UTSB","medium_airport","Bukhara International Airport",39.775002,64.483299,751,"AS","UZ","UZ-BU","Bukhara","yes","UTSB","BHK",,,"https://en.wikipedia.org/wiki/Bukhara_International_Airport","Buhara Airport"
41812,"UTSH","small_airport","Shahrisabz Airport",39.068003,66.758388,1900,"AS","UZ","UZ-QA","Shahrisabz","no","UTSH",,,,,
26417,"UTSK","small_airport","Karshi Airport",38.802246,65.773068,1230,"AS","UZ","UZ-QA","Karshi","yes","UTSK","KSQ","UT1N",,"https://en.wikipedia.org/wiki/Karshi_Airport","Qarshi Airport"
26389,"UTSL","small_airport","Karshi-Khanabad Air Base",38.833599,65.921501,1365,"AS","UZ","UZ-QA","Khanabad","no","UTSL",,,,"https://en.wikipedia.org/wiki/Karshi-Khanabad_Air_Base","UTSL, K2 Air Base, Qarshi Khanabad Airport"
41821,"UTSM","small_airport","Tandy Bulak Airport",41.76079177856445,64.60240173339844,716,"AS","UZ","UZ-NW","Tandy Bulak","no","UTSM",,,,,
41685,"UTSN","small_airport","Sugraly Airport",41.613899,64.2332,1396,"AS","UZ","UZ-NW","Zarafshan","yes","UTSN","AFS",,,"https://en.wikipedia.org/wiki/Zarafshan_Airport",
41686,"UTSR","small_airport","Sariasiya Airport",38.41059875488281,67.94519805908203,1949,"AS","UZ","UZ-SU","Sariasiya","no","UTSR",,,,,
26390,"UTSS","medium_airport","Samarkand Airport",39.70050048828125,66.98380279541016,2224,"AS","UZ","UZ-SA","Samarkand","yes","UTSS","SKD",,,"https://en.wikipedia.org/wiki/Samarkand_Airport",
26391,"UTST","medium_airport","Termez Airport",37.287261,67.311869,1027,"AS","UZ","UZ-SU","Termez","yes","UTST","TMJ",,,"https://en.wikipedia.org/wiki/Termez_Airport",
32562,"UTSU","small_airport","Uchkuduk Airport",42.083099365234375,63.44929885864258,416,"AS","UZ","UZ-NW","Uchkuduk","no","UTSU",,,,,
41687,"UTTP","medium_airport","Tashkent East Airport",41.312889,69.395535,1574,"AS","UZ","UZ-TO","Tashkent","yes","UTTP",,,,,"Tashkent Vostochny Airport"
26392,"UTTT","large_airport","Tashkent International Airport",41.257900238,69.2811965942,1417,"AS","UZ","UZ-TO","Tashkent","yes","UTTT","TAS",,,"https://en.wikipedia.org/wiki/Tashkent_International_Airport",
315193,"UTU","small_airport","Ustupu Airport",9.1283,-77.9337,9,"NA","PA","PS-GY","Ustupu","no","MPUP","UTU",,,"https://en.wikipedia.org/wiki/Ustupo_Airport","Ustupo"
31761,"UUBA","medium_airport","Kostroma Sokerkino Airport",57.796902,41.019402,446,"EU","RU","RU-KOS","Kostroma","yes","UUBA","KMW",,"http://www.kmtn.ru/~koao/","https://en.wikipedia.org/wiki/Kostroma_Airport","Аэропорт Кострома Сокеркино"
30762,"UUBB","small_airport","Bykovo Airport",55.616979,38.059995,427,"EU","RU","RU-MOS","Moscow","no","UUBB",,,,"https://en.wikipedia.org/wiki/Bykovo_Airport","BKA, УУББ, Аэропорт Быково"
42934,"UUBC","medium_airport","Grabtsevo Airport",54.5499992371,36.3666687012,656,"EU","RU","RU-KLU","Kaluga","no","UUBC","KLF",,,"https://en.wikipedia.org/wiki/Grabtsevo_Airport","Аэропорт Грабцево"
43669,"UUBD","medium_airport","Dyagilevo Air Base",54.642284,39.569047,440,"EU","RU","RU-RYA","Ryazan","no","UUBD",,,,"https://en.wikipedia.org/wiki/Dyagilevo","Dyaghilevo Air Base, Аэродром Дягилево"
31690,"UUBI","medium_airport","Ivanovo South Airport",56.93939971923828,40.940799713134766,410,"EU","RU","RU-IVA","Ivanovo","yes","UUBI","IWA",,,"https://en.wikipedia.org/wiki/Ivanovo_Yuzhny_Airport","Ivanovo Yuzhniy Airport, Ivanovo Yuzhny Airport, Аэропорт Иваново Южный"
32241,"UUBK","medium_airport","Staroselye Airport",58.104198,38.929401,423,"AS","RU","RU-YAR","Rybinsk","yes","UUBK","RYB",,,"https://en.wikipedia.org/wiki/Staroselye_Airport","Аэропорт Староселье, ЬУБК"
35074,"UUBL","medium_airport","Semyazino Airport",56.127423,40.315202,554,"EU","RU","RU-VLA","Vladimir","no",,,"UUBL","http://www2.vtsnet.ru/vlavia/HTMLs/airdrom_rus.htm","https://en.wikipedia.org/wiki/Semyazino_Airport","Vladimir Airport, Аэропорт Семязино, Аэропорт Владимир, УУБЛ, ЬУБЛ"
42966,"UUBM","medium_airport","Myachkovo Airfield",55.560001,37.985001,410,"AS","RU","RU-MOS","Moscow","no","UUBM",,,"http://www.miachkovo.com/","https://en.wikipedia.org/wiki/Myachkovo_Airport","Аэропорт Мячково"
44648,"UUBN","small_airport","Zmeyevo Airfield",56.915001,35.935001,472,"EU","RU","RU-TVE","Tver","no","UUBN",,,,,"Zmeevo Airport, Zmeyovo Airport, Аэропорт Змеево, Аэропорт Змеёво"
26393,"UUBP","medium_airport","Bryansk Airport",53.214199,34.176399,663,"EU","RU","RU-BRY","Bryansk","yes","UUBP","BZK",,"http://www.airport.bryansk.ru/","https://en.wikipedia.org/wiki/Bryansk_International_Airport","Аэропорт Брянск, УУБП"
335153,"UUBQ","small_airport","Sharya Airport",58.391989,45.554466,120,"EU","RU","RU-KOS",,"yes","UUBQ",,,,,
42967,"UUBW","large_airport","Zhukovsky International Airport",55.553299,38.150002,377,"EU","RU","RU-MOS","Moscow","yes","UUBW","ZIA",,"http://zia.aero/","https://en.wikipedia.org/wiki/Zhukovsky_International_Airport","Аэропорт Раменское, Zhukovsky Air Base, Gromov Flight Research Institute, Лётно-исследовательский институт имени М. М. Громова, ЛИИ"
26394,"UUDD","large_airport","Domodedovo International Airport",55.40879821777344,37.90629959106445,588,"EU","RU","RU-MOS","Moscow","yes","UUDD","DME",,"http://www.domodedovo.ru/en/","https://en.wikipedia.org/wiki/Domodedovo_International_Airport","MOW, Аэропорт Домоде́дово"
26395,"UUDL","small_airport","Tunoshna Airport",57.560699,40.157398,287,"EU","RU","RU-YAR","Tunoshna","no","UUDL","IAR",,,"https://en.wikipedia.org/wiki/Tunoshna",
26396,"UUEE","large_airport","Sheremetyevo International Airport",55.972599,37.4146,622,"EU","RU","RU-MOS","Moscow","yes","UUEE","SVO",,"http://www.svo.aero/en/","https://en.wikipedia.org/wiki/Sheremetyevo_International_Airport","MOW, Международный аэропорт Шереметьево, svo, sheremetyevo, moscow"
42990,"UUEI","small_airport","Kimry Airfield",56.798302,37.330002,449,"EU","RU","RU-TVE","Kimry","no","UUEI",,,"http://www.aero-club.ru/borki.php","https://en.wikipedia.org/wiki/Kimry_Airport","Borki,Kletino,Кимры,Борки,Клетино"
26397,"UUEM","medium_airport","Migalovo Air Base",56.82469940185547,35.7577018737793,469,"EU","RU","RU-TVE","Tver","no","UUEM","KLD",,,"https://en.wikipedia.org/wiki/Migalovo",
325060,"UUMD","small_airport","Selnikovo Airfield",55.129783,39.145733,351,"EU","RU","RU-MOS","Selnikovo","no","UUMD",,,,,"УУМД, Сельниково"
35090,"UUMI","small_airport","Stupino Air Base",54.888,38.147,584,"EU","RU","RU-MOS","Stupino","no","UUMI",,,,"https://en.wikipedia.org/wiki/Stupino_Airfield","Krutyshki Airfield, Аэродром Ступино, Аэродром Крутышки"
44920,"UUML","small_airport","Severka Airfield",55.206608,38.679149,433,"EU","RU","RU-MOS","Voskresensk","no","UUML",,,"http://www.aviaseverka.ru/",,"Аэродром Северка"
34931,"UUMO","medium_airport","Ostafyevo International Airport",55.511667,37.507222,568,"EU","RU","RU-MOS","Moscow","no","UUMO","OSF",,"http://eng.gazpromavia.ru/page20.shtml","https://en.wikipedia.org/wiki/Ostafievo_International_Airport","Ostafievo, Междунаро́дный аэропо́рт «Оста́фьево», Gazprom"
325055,"UUMQ","closed","Gan'kino Airfield",54.8704087,39.3805418999,,"EU","RU","RU-MOS",,"no",,,,,,"UUMQ, UUMQ"
42968,"UUMT","medium_airport","Tretyakovo Airport",54.904999,39.026669,515,"EU","RU","RU-MOS","Lukhovitsy","no","UUMT",,,,"https://en.wikipedia.org/wiki/Tretyakovo_Airport","Lukhovitsy Airport, Аэропорт Третьяково, Аэропорт Луховицы"
34969,"UUMU","medium_airport","Chkalovskiy Air Base",55.8783,38.061699,499,"EU","RU","RU-MOS","Moscow","no","UUMU","CKL",,,"https://en.wikipedia.org/wiki/Chkalovsky_Airport","Chkalovsky Airport, Аэродром Чкаловский"
26398,"UUOB","medium_airport","Belgorod International Airport",50.643798828125,36.5900993347168,735,"EU","RU","RU-BEL","Belgorod","yes","UUOB","EGO",,,"https://en.wikipedia.org/wiki/Belgorod_Airport",
42995,"UUOD","small_airport","Pridacha",51.652271,39.255524,344,"EU","RU","RU-VOR","Voronezh","no","UUOD",,,"http://www.vaso.ru/","https://en.wikipedia.org/wiki/Pridacha_Airport","Аэропорт Придача, Repnoe Airport, Voronezh East Airport"
26399,"UUOK","medium_airport","Kursk East Airport",51.7505989074707,36.29560089111328,686,"EU","RU","RU-KRS","Kursk","yes","UUOK","URS",,,"https://en.wikipedia.org/wiki/Kursk_Vostochny_Airport","Kursk Vostochny Airport"
31846,"UUOL","medium_airport","Lipetsk Airport",52.70280075073242,39.53779983520508,584,"EU","RU","RU-LIP","Lipetsk","yes","UUOL","LPK",,,"https://en.wikipedia.org/wiki/Lipetsk_Airport",
26400,"UUOO","medium_airport","Voronezh International Airport",51.81420135498047,39.22959899902344,514,"EU","RU","RU-VOR","Voronezh","yes","UUOO","VOZ",,,"https://en.wikipedia.org/wiki/Voronezh_International_Airport","Chertovitskoye Airport, Chertovitskoe Airport, Аэропорт Воронеж, Аэропорт Чертовицкое"
342078,"UUOP","small_airport","Tomarovka Aerodrome",50.6945,36.2922,656,"EU","RU","RU-BEL","Pushkarnoye","no",,,"XUOP",,,"Томаровка, ЬУОП"
32091,"UUOR","closed","Oryol Yuzhny Airport",52.9347,36.002201,656,"EU","RU","RU-ORL","Orel","no",,,,,"https://en.wikipedia.org/wiki/Oryol_Yuzhny_Airport","Oryol South Airport, Orel Yuzhny Airport, Orel South Airport, Аэропорт Орёл Южный, Аэропорт Орел Южный, UUOR, OEL"
42922,"UUOS","small_airport","Stary Oskol Airfield",51.329216,37.768848,719,"AS","RU","RU-BEL","Stary Oskol","no","UUOS",,"UUOS",,"https://en.wikipedia.org/wiki/Stary_Oskol_Airport","УУОС, Старый Оскол, Staryy Oskol"
32427,"UUOT","medium_airport","Donskoye Airport",52.806099,41.4828,413,"AS","RU","RU-TAM","Tambov","no","UUOT","TBW",,,"https://en.wikipedia.org/wiki/Tambov_Donskoye_Airport",
517952,"UUPM","heliport","163rd km Oil Pipeline Heliport",65.077713,57.23225,200,"EU","RU","RU-KO","Pechora","no","UUPM",,,,,"УУПМ"
44421,"UURH","heliport","Haryaginskiy Heliport",67.21299743652344,56.78099822998047,,"EU","RU","RU-KO","Haryaginskiy","no","UURH",,,,,"Haryaginsky Heliport, Аэропорт Харьягинский"
336167,"UUTZ","small_airport","Zavidovo Air Park (U.C.)",56.553558,36.559481,1562,"EU","RU","RU-TVE","Shetakovo","no","UUTZ",,,"http://www.zavidovoairpark.com/infrastructure",,
315021,"UUU","small_airport","Manumu Airport",-9.0746,147.5735,1800,"OC","PG","PG-CPM","Manumu","no",,"UUU","MMU",,,
42910,"UUUS","closed","Tushino Airport",55.818333,37.426666,420,"EU","RU","RU-MOW","Moscow","no",,,,,"https://en.wikipedia.org/wiki/Tushino_Airport","UUUS, UUUS"
42933,"UUWE","medium_airport","Yermolino Air Base",55.228333,36.608334,640,"EU","RU","RU-KLU","Balabanovo","no","UUWE",,,,"https://en.wikipedia.org/wiki/Ermolino_Airport","Ermolino Airport, Аэропорт Ермолино"
352883,"UUWK","small_airport","Kudinovo Airfield",55.023839,36.244583,600,"EU","RU","RU-KLU","Kudinovo","no","UUWK",,,"http://www.uuwk.ru/",,"Кудиново"
32242,"UUWR","small_airport","Turlatovo Airport",54.555901,39.855202,502,"EU","RU","RU-RYA","Ryazan","no","UUWR","RZN",,,"https://en.wikipedia.org/wiki/Turlatovo_Airport","Аэропорт Турлатово"
42330,"UUWV","small_airport","Klokovo Airfield",54.239,37.6,499,"EU","RU","RU-TUL","Tula","no",,"TYA","UUBT",,"https://en.wikipedia.org/wiki/Klokovo","Аэродром Клоково"
26401,"UUWW","large_airport","Vnukovo International Airport",55.5914993286,37.2615013123,685,"EU","RU","RU-MOS","Moscow","yes","UUWW","VKO",,"http://www.vnukovo.ru/eng","https://en.wikipedia.org/wiki/Vnukovo_International_Airport","MOW, Международный аэропорт Внуково"
32506,"UUYH","medium_airport","Ukhta Airport",63.566898,53.804699,482,"AS","RU","RU-KO","Ukhta","yes","UUYH","UCT",,,"https://en.wikipedia.org/wiki/Ukhta_Airport",
42946,"UUYI","medium_airport","Inta Airport",66.053372,60.105786,184,"EU","RU","RU-KO","Inta","no","UUYI","INA",,,"https://en.wikipedia.org/wiki/Inta_Airport","Аэропорт Инта"
42950,"UUYK","medium_airport","Vuktyl Airport",63.823299,57.279999,358,"AS","RU","RU-KO","Vuktyl","no","UUYK",,,,"https://en.wikipedia.org/wiki/Vuktyl_Airport","Аэропорт Вуктыл"
43682,"UUYM","small_airport","Yemva Airport",62.6054000854,50.925201416,,"EU","RU","RU-KO","Emva","no","UUYM",,,,,"Emva Airport, Аэропорт Емва"
32154,"UUYP","medium_airport","Pechora Airport",65.121101,57.130798,98,"EU","RU","RU-KO","Pechora","yes","UUYP","PEX",,,"https://en.wikipedia.org/wiki/Pechora_Airport",
32555,"UUYS","medium_airport","Usinsk Airport",66.0047,57.367199,262,"AS","RU","RU-KO","Usinsk","yes","UUYS","USK",,,"https://en.wikipedia.org/wiki/Usinsk_Airport",
44858,"UUYT","small_airport","Ust-Kulom Airport",61.689998626708984,53.709999084472656,,"EU","RU","RU-KO","Ust-Kulom","no","UUYT",,,,,"Аэропорт Усть-Кулом"
42947,"UUYV","medium_airport","Izhma Airport",65.0317,53.970001,230,"AS","RU","RU-KO","Izhma","no","UUYV",,,,"https://en.wikipedia.org/wiki/Izhma_Airport","Аэропорт Ижма"
32581,"UUYW","medium_airport","Vorkuta Airport",67.488602,63.993099,604,"AS","RU","RU-KO","Vorkuta","yes","UUYW","VKT",,,"https://en.wikipedia.org/wiki/Vorkuta_Airport",
42949,"UUYX","medium_airport","Ust-Tsylma Airport",65.437294,52.200336,262,"AS","RU","RU-KO","Ust-Tsylma","no","UUYX","UTS",,,"https://en.wikipedia.org/wiki/Ust-Tsylma_Airport","Ust-Tsilma, Усть-Цильма"
26402,"UUYY","medium_airport","Syktyvkar Airport",61.64699935913086,50.84510040283203,342,"EU","RU","RU-KO","Syktyvkar","yes","UUYY","SCW",,,"https://en.wikipedia.org/wiki/Syktyvkar_Airport",
44901,"UWGB","small_airport","Bolshoye Boldino Airport",55.02000045776367,45.314998626708984,,"EU","RU","RU-ARK","Bolshoye Boldino","no","UWGB",,,,,"Bolshoe Boldino Airport, Аэропорт Большое Болдино"
26403,"UWGG","medium_airport","Nizhny Novgorod Strigino International Airport",56.230098724365,43.784000396729,256,"EU","RU","RU-NIZ","Nizhny Novgorod","yes","UWGG","GOJ",,"http://www.airportnn.ru/en/","https://en.wikipedia.org/wiki/Nizhny_Novgorod_International_Airport","Strigino Airport"
35174,"UWKB","medium_airport","Bugulma Airport",54.641184,52.800229,991,"AS","RU","RU-TA","Bugulma","yes","UWKB","UUA",,,"https://en.wikipedia.org/wiki/Bugulma_Airport","УВКБ, Аэропорт Бугульма"
26404,"UWKD","large_airport","Kazan International Airport",55.606201171875,49.278701782227,411,"EU","RU","RU-TA","Kazan","yes","UWKD","KZN",,"http://www.kazan.aero/en/","https://en.wikipedia.org/wiki/Kazan_International_Airport",
26405,"UWKE","medium_airport","Begishevo Airport",55.564701080322266,52.092498779296875,643,"EU","RU","RU-TA","Nizhnekamsk","yes","UWKE","NBC",,,"https://en.wikipedia.org/wiki/Begishevo_Airport",
34954,"UWKG","medium_airport","Borisoglebskoye Airport",55.866699,49.133301,213,"AS","RU","RU-TA","Kazan","no","UWKG",,,,"https://en.wikipedia.org/wiki/Borisoglebskoye_Airport","Аэропорт Борисоглебское"
42986,"UWKI","closed","Chistopol Airport",55.305798,50.615986,604,"AS","RU","RU-TA","Chistopol","no",,,,,"https://en.wikipedia.org/wiki/Chistopol_Airport","UWKI"
31707,"UWKJ","medium_airport","Yoshkar-Ola Airport",56.700599670410156,47.904701232910156,348,"EU","RU","RU-ME","Yoshkar-Ola","yes","UWKJ","JOK",,,"https://en.wikipedia.org/wiki/Yoshkar-Ola_Airport","Аэропорт Йошкар-Ола"
26406,"UWKS","medium_airport","Cheboksary Airport",56.090301513671875,47.3473014831543,558,"EU","RU","RU-CU","Cheboksary","yes","UWKS","CSY",,,"https://en.wikipedia.org/wiki/Cheboksary_Airport",
43684,"UWKV","medium_airport","Zhigansk Airport",66.7965011597,123.361000061,292,"AS","RU","RU-SA","Zhigansk","yes","UEVV","ZIX",,,"https://en.wikipedia.org/wiki/Zhigansk_Airport","УЕЖЖ, Аэропорт Жиганск"
43881,"UWKW","heliport","Yudino Heliport",55.85900115966797,49.040000915527344,,"EU","RU","RU-TA","Kazan","no","UWKW",,,"http://kazanhelicopters.com/",,"Kazan Helicopter Works, Юдино, Казанский Вертолетный завод"
35104,"UWLL","medium_airport","Ulyanovsk Baratayevka Airport",54.268299,48.2267,449,"EU","RU","RU-ULY","Ulyanovsk","yes","UWLL","ULV",,"http://ulk.aero/","https://en.wikipedia.org/wiki/Ulyanovsk_Baratayevka_Airport",
46256,"UWLS","small_airport","Soldatskaya Tashla Airfield",54.015284,48.306026,673,"AS","RU","RU-ULY",,"no","UWLS",,,,,"Аэродром Солдатская Ташла, УВЛС"
26407,"UWLW","medium_airport","Ulyanovsk East Airport",54.401001,48.8027,252,"EU","RU","RU-ULY","Cherdakly","yes","UWLW","ULY",,,"https://en.wikipedia.org/wiki/Ulyanovsk_Vostochny_Airport","Ulyanovsk Vostochny Airport"
310608,"UWOD","small_airport","Adamovka Airport",51.499284,59.936658,,"AS","RU","RU-ORE","Adamovka","no","UWOD",,,,,
310609,"UWOH","small_airport","Kvarkeno Airport",52.077797,59.686542,,"AS","RU","RU-ORE","Kvarkeno","yes","UWOH",,,,,
26408,"UWOO","medium_airport","Orenburg Central Airport",51.795799255371094,55.45669937133789,387,"EU","RU","RU-ORE","Orenburg","yes","UWOO","REN",,"http://www.airoport.orenair.ru/","https://en.wikipedia.org/wiki/Orenburg_Tsentralny_Airport","Orenburg Tsentralny Airport, Аэропорт Центральный"
26409,"UWOR","medium_airport","Orsk Airport",51.072498,58.5956,909,"AS","RU","RU-ORE","Orsk","yes","UWOR","OSW",,,"https://en.wikipedia.org/wiki/Orsk_Airport",
335161,"UWOS","small_airport","Svetlyy Airport",50.800721,60.902367,978,"AS","RU","RU-ORE",,"yes","UWOS",,,,,
32155,"UWPP","medium_airport","Penza Airport",53.110599517822266,45.02109909057617,614,"EU","RU","RU-PNZ","Penza","yes","UWPP","PEZ",,,"https://en.wikipedia.org/wiki/Penza_Airport","Penza South"
42965,"UWPS","medium_airport","Saransk Airport",54.12512969970703,45.212257385253906,676,"EU","RU","RU-MO","Saransk","yes","UWPS","SKX",,,"https://en.wikipedia.org/wiki/Saransk_Airport","Аэропорт Саранск"
30804,"UWSB","medium_airport","Balakovo Airport",51.858299,47.745602,95,"AS","RU","RU-SAR","Balakovo","yes","UWSB","BWO",,,"https://en.wikipedia.org/wiki/Balakovo_Airport","Malaya Bykovka Airport, Аэропорт Балаково, Аэропорт Малая Быковка"
339001,"UWSG","large_airport","Gagarin International Airport",51.712778,46.171111,103,"EU","RU","RU-SAR","Saratov","yes","UWSG","GSV",,"http://gsv.aero/en/","https://en.wikipedia.org/wiki/Saratov_Gagarin_Airport",
44315,"UWSK","small_airport","Krasny Kut Airport",50.955458,46.949901,177,"EU","RU","RU-SAR","Krasny Kut","no","UWSK",,,"http://www.kluga.ru/",,"Аэропорт Красный Кут"
26410,"UWSS","closed","Saratov Central Airport",51.564999,46.0467,,"AS","RU","RU-SAR",,"no",,,,,"https://en.wikipedia.org/wiki/Saratov_Tsentralny_Airport","Saratov Tsentralny Airport, Аэропорт Центральный, UWSS, RTW"
351649,"UWTK","small_airport","Karaishevo Airfield",55.53869,49.32154,185,"EU","RU","RU-TA","Karaishevo","no","UWTK",,,,,
42920,"UWUA","heliport","Sibay Airport",52.687412,58.714802,1309,"AS","RU","RU-BA","Sibay","no","UWUA",,,,"https://en.wikipedia.org/wiki/Sibay_Airport","УВУА, Сибай"
30690,"UWUB","small_airport","Beloretsk Airport",53.938389,58.340113,1827,"AS","RU","RU-BA","Beloretsk","no","UWUB","BCX",,,,
32019,"UWUF","closed","Neftekamsk Airport",56.106899,54.347198,456,"AS","RU","RU-BA","Neftekamsk","no",,,,,"https://en.wikipedia.org/wiki/Neftekamsk_Airport","УВУФ, Нефтекамск, UWUF, NEF"
32112,"UWUK","small_airport","Oktyabrskiy Airport",54.439999,53.388302,377,"AS","RU","RU-TA","Kzyl-Yar","no","UWUK","OKT",,,"https://en.wikipedia.org/wiki/Oktyabrsky_Airport","Oktyabrsky Airport, Аэропорт Октябрьский"
